federation,recordName,ageGroup,gender,ageMin,ageMax,bodyWeightMin,bodyWeightMax,lift,record,name,date,place
Carolina,Carolina,M40,M,40,44,88,94,Snatch,114,STANDARD,,
Carolina,Carolina,M40,M,40,44,88,94,Clean & Jerk,145,Jordan Jacobs,2025-08-09,"Columbia, SC"
Carolina,Carolina,M40,M,40,44,88,94,Total,258,STANDARD,,
Carolina,Carolina,W40,F,40,44,69,77,Snatch,77,Amy Pierce,2024-10-19,"Bermuda Run, NC"
Carolina,Carolina,W40,F,40,44,69,77,Clean & Jerk,100,Amy Pierce,2024-10-19,"Bermuda Run, NC"
Carolina,Carolina,W40,F,40,44,69,77,Total,177,Amy Pierce,2024-10-19,"Bermuda Run, NC"
Carolina,Carolina,M40,M,40,44,94,110,Snatch,129,John Smith,2023-05-20,"Wilmington, NC"
Carolina,Carolina,M40,M,40,44,94,110,Clean & Jerk,149,John Smith,2023-05-20,"Wilmington, NC"
Carolina,Carolina,M40,M,40,44,94,110,Total,278,John Smith,2023-05-20,"Wilmington, NC"
Carolina,Carolina,W40,F,40,44,77,86,Snatch,74,Leigh Legare,2025-10-18,"Chapin, SC"
Carolina,Carolina,W40,F,40,44,77,86,Clean & Jerk,100,Leigh Legare,2025-10-18,"Chapin, SC"
Carolina,Carolina,W40,F,40,44,77,86,Total,174,Leigh Legare,2025-10-18,"Chapin, SC"
Carolina,Carolina,M40,M,40,44,110,>110,Snatch,140,Timothy Clouatre,2025-10-19,"Chapin, SC"
Carolina,Carolina,M40,M,40,44,110,>110,Clean & Jerk,166,Timothy Clouatre,2025-10-19,"Chapin, SC"
Carolina,Carolina,M40,M,40,44,110,>110,Total,306,Timothy Clouatre,2025-10-19,"Chapin, SC"
Carolina,Carolina,W40,F,40,44,86,>86,Snatch,81,STANDARD,,
Carolina,Carolina,W40,F,40,44,86,>86,Clean & Jerk,104,STANDARD,,
Carolina,Carolina,W40,F,40,44,86,>86,Total,186,STANDARD,,
Carolina,Carolina,M45,M,45,49,60,65,Snatch,72,STANDARD,,
Carolina,Carolina,M45,M,45,49,60,65,Clean & Jerk,85,STANDARD,,
Carolina,Carolina,M45,M,45,49,60,65,Total,157,STANDARD,,
Carolina,Carolina,M45,M,45,49,65,71,Snatch,72,Jonathan Ridenour,2023-10-15,"Camden, SC"
Carolina,Carolina,M45,M,45,49,65,71,Clean & Jerk,85,Jonathan Ridenour,2023-10-15,"Camden, SC"
Carolina,Carolina,M45,M,45,49,65,71,Total,157,Jonathan Ridenour,2023-10-15,"Camden, SC"
Carolina,Carolina,M45,M,45,49,71,79,Snatch,69,Nathan Beriau,2024-05-04,"Charlotte, NC"
Carolina,Carolina,M45,M,45,49,71,79,Clean & Jerk,101,Nathan Beriau,2024-10-20,"Bermuda Run, NC"
Carolina,Carolina,M45,M,45,49,71,79,Total,169,Nathan Beriau,2024-05-04,"Charlotte, NC"
Carolina,Carolina,W45,F,45,49,58,63,Snatch,54,Miranda Rackley,2022-10-15,"Hickory, NC"
Carolina,Carolina,W45,F,45,49,58,63,Clean & Jerk,73,Lynnette Hull,2024-10-19,"Bermuda Run, NC"
Carolina,Carolina,W45,F,45,49,58,63,Total,124,Lynnette Hull,2024-10-19,"Bermuda Run, NC"
Carolina,Carolina,M45,M,45,49,79,88,Snatch,81,Brian Zimmerman,2023-10-15,"Camden, SC"
Carolina,Carolina,M45,M,45,49,79,88,Clean & Jerk,102,Brian Zimmerman,2024-10-20,"Bermuda Run, NC"
Carolina,Carolina,M45,M,45,49,79,88,Total,180,Brian Zimmerman,2024-10-20,"Bermuda Run, NC"
Carolina,Carolina,W45,F,45,49,63,69,Snatch,61,A. Isabelle Miller,2024-10-19,"Bermuda Run, NC"
Carolina,Carolina,W45,F,45,49,63,69,Clean & Jerk,75,Jessica King,2025-10-18,"Chapin, SC"
Carolina,Carolina,W45,F,45,49,63,69,Total,130,A. Isabelle Miller,2024-10-19,"Bermuda Run, NC"
Carolina,Carolina,M45,M,45,49,88,94,Snatch,85,Andrew Hatchett,2022-10-16,"Hickory, NC"
Carolina,Carolina,M45,M,45,49,88,94,Clean & Jerk,110,Andrew Hatchett,2022-10-16,"Hickory, NC"
Carolina,Carolina,M45,M,45,49,88,94,Total,195,Andrew Hatchett,2022-10-16,"Hickory, NC"
Carolina,Carolina,W45,F,45,49,69,77,Snatch,64,Mary Chatriwala,2024-03-02,"Columbus, OH"
Carolina,Carolina,W45,F,45,49,69,77,Clean & Jerk,86,Mary Chatriwala,2024-03-02,"Columbus, OH"
Carolina,Carolina,W45,F,45,49,69,77,Total,150,Mary Chatriwala,2024-03-02,"Columbus, OH"
Carolina,Carolina,M45,M,45,49,94,110,Snatch,106,Jay Joyner,2022-10-16,"Hickory, NC"
Carolina,Carolina,M45,M,45,49,94,110,Clean & Jerk,142,Eric Ammon,2023-10-15,"Camden, SC"
Carolina,Carolina,M45,M,45,49,94,110,Total,246,Eric Ammon,2023-10-15,"Camden, SC"
Carolina,Carolina,W45,F,45,49,77,86,Snatch,55,Taryn Gibson,2024-10-19,"Bermuda Run, NC"
Carolina,Carolina,W45,F,45,49,77,86,Clean & Jerk,71,Melissa Melvin-Rodriguez,2024-10-19,"Bermuda Run, NC"
Carolina,Carolina,W45,F,45,49,77,86,Total,124,Taryn Gibson,2024-10-19,"Bermuda Run, NC"
Carolina,Carolina,M45,M,45,49,110,>110,Snatch,121,Gavin Hough,2026-03-08,"Columbus, OH"
Carolina,Carolina,M45,M,45,49,110,>110,Clean & Jerk,158,Gavin Hough,2026-03-08,"Columbus, OH"
Carolina,Carolina,M45,M,45,49,110,>110,Total,279,Gavin Hough,2026-03-08,"Columbus, OH"
Carolina,Carolina,W50,F,50,54,53,58,Snatch,58,Pamela Gagnon,2025-10-18,"Chapin, SC"
Carolina,Carolina,W50,F,50,54,53,58,Clean & Jerk,77,Pamela Gagnon,2025-10-18,"Chapin, SC"
Carolina,Carolina,W50,F,50,54,53,58,Total,135,Pamela Gagnon,2025-10-18,"Chapin, SC"
Carolina,Carolina,M50,M,50,54,71,79,Snatch,77,Brian Zimmerman,2025-10-19,"Chapin, SC"
Carolina,Carolina,M50,M,50,54,71,79,Clean & Jerk,95,Brian Zimmerman,2025-10-19,"Chapin, SC"
Carolina,Carolina,M50,M,50,54,71,79,Total,172,Brian Zimmerman,2025-10-19,"Chapin, SC"
Carolina,Carolina,M50,M,50,54,79,88,Snatch,89,Jimmy Kantor,2025-10-19,"Chapin, SC"
Carolina,Carolina,M50,M,50,54,79,88,Clean & Jerk,101,Jeffrey Sasser,2022-10-16,"Hickory, NC"
Carolina,Carolina,M50,M,50,54,79,88,Total,166,Jeffrey Sasser,2022-10-16,"Hickory, NC"
Carolina,Carolina,M50,M,50,54,88,94,Snatch,81,Corbett McCallum,2025-12-05,"Daytona Beach, FL"
Carolina,Carolina,M50,M,50,54,88,94,Clean & Jerk,109,Corbett McCallum,2025-12-05,"Daytona Beach, FL"
Carolina,Carolina,M50,M,50,54,88,94,Total,190,Corbett McCallum,2025-12-05,"Daytona Beach, FL"
Carolina,Carolina,W50,F,50,54,69,77,Snatch,36,Helen Shiver,2022-10-15,"Hickory, NC"
Carolina,Carolina,W50,F,50,54,69,77,Clean & Jerk,43,Helen Shiver,2022-10-15,"Hickory, NC"
Carolina,Carolina,W50,F,50,54,69,77,Total,79,Helen Shiver,2022-10-15,"Hickory, NC"
Carolina,Carolina,M50,M,50,54,94,110,Snatch,100,Gregory Vallee,2025-10-19,"Hickory, NC"
Carolina,Carolina,M50,M,50,54,94,110,Clean & Jerk,140,Gregory Vallee,2025-10-19,"Hickory, NC"
Carolina,Carolina,M50,M,50,54,94,110,Total,240,Gregory Vallee,2025-10-19,"Hickory, NC"
Carolina,Carolina,W50,F,50,54,77,86,Snatch,27,Michelle McNeil,2025-10-18,"Chapin, SC"
Carolina,Carolina,W50,F,50,54,77,86,Clean & Jerk,41,Michelle McNeil,2025-10-18,"Chapin, SC"
Carolina,Carolina,W50,F,50,54,77,86,Total,68,Michelle McNeil,2025-10-18,"Chapin, SC"
Carolina,Carolina,M50,M,50,54,110,>110,Snatch,100,Gregory Vallee,2024-10-20,"Bermuda Run, NC"
Carolina,Carolina,M50,M,50,54,110,>110,Clean & Jerk,138,Gregory Vallee,2024-10-20,"Bermuda Run, NC"
Carolina,Carolina,M50,M,50,54,110,>110,Total,238,Gregory Vallee,2024-10-20,"Bermuda Run, NC"
Carolina,Carolina,W55,F,55,59,53,58,Snatch,37,Katrina Donahue,2025-10-28,"Chapin, SC"
Carolina,Carolina,W55,F,55,59,53,58,Clean & Jerk,49,Katrina Donahue,2025-10-28,"Chapin, SC"
Carolina,Carolina,W55,F,55,59,53,58,Total,86,Katrina Donahue,2025-10-28,"Chapin, SC"
Carolina,Carolina,M55,M,55,59,79,88,Snatch,71,Steve Schang,2025-10-19,"Chapin, SC"
Carolina,Carolina,M55,M,55,59,79,88,Clean & Jerk,91,Steve Schang,2025-10-19,"Chapin, SC"
Carolina,Carolina,M55,M,55,59,79,88,Total,162,Steve Schang,2025-10-19,"Chapin, SC"
Carolina,Carolina,W55,F,55,59,63,69,Snatch,41,Silke Spang,2022-10-15,"Hickory, NC"
Carolina,Carolina,W55,F,55,59,63,69,Clean & Jerk,53,Silke Spang,2022-10-15,"Hickory, NC"
Carolina,Carolina,W55,F,55,59,63,69,Total,94,Silke Spang,2022-10-15,"Hickory, NC"
Carolina,Carolina,M55,M,55,59,88,94,Snatch,65,Steve Schang,2024-10-20,"Bermuda Run, NC"
Carolina,Carolina,M55,M,55,59,88,94,Clean & Jerk,84,Steve Schang,2024-10-20,"Bermuda Run, NC"
Carolina,Carolina,M55,M,55,59,88,94,Total,149,Steve Schang,2024-10-20,"Bermuda Run, NC"
Carolina,Carolina,W55,F,55,59,69,77,Snatch,49,Sheryl Soule,2024-10-19,"Bermuda Run, NC"
Carolina,Carolina,W55,F,55,59,69,77,Clean & Jerk,64,Sheryl Soule,2024-10-19,"Bermuda Run, NC"
Carolina,Carolina,W55,F,55,59,69,77,Total,113,Sheryl Soule,2024-10-19,"Bermuda Run, NC"
Carolina,Carolina,M55,M,55,59,94,110,Snatch,94,Tracy Helton,2024-05-04,"Charlotte, NC"
Carolina,Carolina,M55,M,55,59,94,110,Clean & Jerk,122,Tracy Helton,2024-05-04,"Charlotte, NC"
Carolina,Carolina,M55,M,55,59,94,110,Total,216,Tracy Helton,2024-05-04,"Charlotte, NC"
Carolina,Carolina,M60,M,60,64,60,65,Snatch,47,Russell Seay,2025-10-19,"Chapin, SC"
Carolina,Carolina,M60,M,60,64,60,65,Clean & Jerk,60,Russell Seay,2025-10-19,"Chapin, SC"
Carolina,Carolina,M60,M,60,64,60,65,Total,107,Russell Seay,2025-10-19,"Chapin, SC"
Carolina,Carolina,M60,M,60,64,71,79,Snatch,71,Frank Pinheiro,2023-10-15,"Camden, SC"
Carolina,Carolina,M60,M,60,64,71,79,Clean & Jerk,90,Frank Pinheiro,2023-10-15,"Camden, SC"
Carolina,Carolina,M60,M,60,64,71,79,Total,161,Frank Pinheiro,2023-10-15,"Camden, SC"
Carolina,Carolina,W60,F,60,64,58,63,Snatch,36,Kellie Moylan,2024-10-19,"Bermuda Run, NC"
Carolina,Carolina,W60,F,60,64,58,63,Clean & Jerk,45,Kellie Moylan,2023-10-14,"Camden, SC"
Carolina,Carolina,W60,F,60,64,58,63,Total,80,Kellie Moylan,2023-10-14,"Camden, SC"
Carolina,Carolina,M60,M,60,64,79,88,Snatch,67,Stuart Grimsley,2026-03-06,"Columbus, OH"
Carolina,Carolina,M60,M,60,64,79,88,Clean & Jerk,90,Stuart Grimsley,2025-07-26,"Fuquay-Varnia, NC"
Carolina,Carolina,M60,M,60,64,79,88,Total,155,Stuart Grimsley,2025-07-26,"Fuquay-Varnia, NC"
Carolina,Carolina,W60,F,60,64,63,69,Snatch,46,Sheryl Soule,2025-10-18,"Chapin, SC"
Carolina,Carolina,W60,F,60,64,63,69,Clean & Jerk,63,Sheryl Soule,2025-10-18,"Chapin, SC"
Carolina,Carolina,W60,F,60,64,63,69,Total,109,Sheryl Soule,2025-10-18,"Chapin, SC"
Carolina,Carolina,M60,M,60,64,88,94,Snatch,80,Mark Lado,2025-10-19,"Chapin, SC"
Carolina,Carolina,M60,M,60,64,88,94,Clean & Jerk,116,Mark Lado,2025-10-19,"Chapin, SC"
Carolina,Carolina,M60,M,60,64,88,94,Total,196,Mark Lado,2025-10-19,"Chapin, SC"
Carolina,Carolina,M60,M,60,64,94,110,Snatch,85,Allen Yates,2024-10-20,"Bermuda Run, NC"
Carolina,Carolina,M60,M,60,64,94,110,Clean & Jerk,108,Allen Yates,2024-10-20,"Bermuda Run, NC"
Carolina,Carolina,M60,M,60,64,94,110,Total,193,Allen Yates,2024-10-20,"Bermuda Run, NC"
Carolina,Carolina,M65,M,65,69,65,71,Snatch,72,Frank Pinheiro,2025-12-04,"Daytona Beach, FL"
Carolina,Carolina,M65,M,65,69,65,71,Clean & Jerk,86,Frank Pinheiro,2025-12-04,"Daytona Beach, FL"
Carolina,Carolina,M65,M,65,69,65,71,Total,159,Frank Pinheiro,2025-12-04,"Daytona Beach, FL"
Carolina,Carolina,M65,M,65,69,71,79,Snatch,56,Mike Prussel,2025-10-19,"Chapin, SC"
Carolina,Carolina,M65,M,65,69,71,79,Clean & Jerk,76,Mike Prussel,2024-10-20,"Bermuda Run, NC"
Carolina,Carolina,M65,M,65,69,71,79,Total,132,Mike Prussel,2025-10-19,"Chapin, SC"
Carolina,Carolina,M65,M,65,69,79,88,Snatch,64,Hank Berger,2022-10-16,"Hickory, NC"
Carolina,Carolina,M65,M,65,69,79,88,Clean & Jerk,84,Hank Berger,2022-10-16,"Hickory, NC"
Carolina,Carolina,M65,M,65,69,79,88,Total,148,Hank Berger,2022-10-16,"Hickory, NC"
Carolina,Carolina,W65,F,65,69,63,69,Snatch,33,Bennie Jarvis,2025-08-31,"Fort Worth, TX"
Carolina,Carolina,W65,F,65,69,63,69,Clean & Jerk,43,Bennie Jarvis,2025-09-01,"Fort Worth, TX"
Carolina,Carolina,W65,F,65,69,63,69,Total,76,Bennie Jarvis,2025-09-02,"Fort Worth, TX"
Carolina,Carolina,M65,M,65,69,88,94,Snatch,53,Carlos Martinez,2024-10-20,"Bermuda Run, NC"
Carolina,Carolina,M65,M,65,69,88,94,Clean & Jerk,73,Carlos Martinez,2024-10-20,"Bermuda Run, NC"
Carolina,Carolina,M65,M,65,69,88,94,Total,126,Carlos Martinez,2024-10-20,"Bermuda Run, NC"
Carolina,Carolina,W65,F,65,69,69,77,Snatch,28,Marissa Hardie,2022-10-15,"Hickory, NC"
Carolina,Carolina,W65,F,65,69,69,77,Clean & Jerk,40,Marissa Hardie,2022-10-15,"Hickory, NC"
Carolina,Carolina,W65,F,65,69,69,77,Total,68,Marissa Hardie,2022-10-15,"Hickory, NC"
Carolina,Carolina,M70,M,70,74,60,65,Snatch,45,Jerome Miller,2022-10-16,"Hickory, NC"
Carolina,Carolina,M70,M,70,74,60,65,Clean & Jerk,55,Jerome Miller,2022-10-16,"Hickory, NC"
Carolina,Carolina,M70,M,70,74,60,65,Total,100,Jerome Miller,2022-10-16,"Hickory, NC"
Carolina,Carolina,M70,M,70,74,65,71,Snatch,52,Jerome Miller,2023-10-15,"Camden, SC"
Carolina,Carolina,M70,M,70,74,65,71,Clean & Jerk,62,Jerome Miller,2023-10-15,"Camden, SC"
Carolina,Carolina,M70,M,70,74,65,71,Total,114,Jerome Miller,2023-10-15,"Camden, SC"
Carolina,Carolina,M75,M,75,79,60,65,Snatch,49,Jerome Miller,2024-10-20,"Bermuda Run, NC"
Carolina,Carolina,M75,M,75,79,60,65,Clean & Jerk,63,Jerome Miller,2024-10-20,"Bermuda Run, NC"
Carolina,Carolina,M75,M,75,79,60,65,Total,112,Jerome Miller,2024-10-20,"Bermuda Run, NC"
